Resolution,Site,Year_Month,Total_surface_dic_masked,MeanU10m
1,21,2004_06,678706523.453815,6.115131570489735
1,3,2004_07,7111517785538.753,7.281920623595274
1,13,2004_07,467420849727.32263,9.862947235192998
1,21,2004_07,12141563018436.535,5.592626050576103
1,3,2004_08,9523954543130.15,7.629368313193863
1,13,2004_08,375205670820.26807,9.55271268105158
1,21,2004_08,10937690191595.793,5.87635241871717
1,3,2004_09,7199174211963.276,6.796933538677789
1,13,2004_09,327155325592.8377,9.182098105973896
1,21,2004_09,7002754291495.505,6.8231037892531505
1,3,2004_10,5585520213819.266,6.867960185233887
1,13,2004_10,290499760301.7996,9.587736176419183
1,21,2004_10,4282388887763.7104,8.39485696112218
1,3,2004_11,4406727143165.009,6.907508650290385
1,13,2004_11,242326927151.31683,9.144692870866127
1,21,2004_11,2644017265652.523,9.105272197093228
1,3,2004_12,3540122847020.3633,7.606843060218402
1,13,2004_12,143749178117.34756,8.075275309919402
1,21,2004_12,1869751022198.2534,9.638421121988365
1,3,2005_01,2933972130927.7534,6.320375858147542
1,13,2005_01,83046042437.50452,7.151952219131772
1,21,2005_01,1275733511822.2354,9.985006100701803
1,3,2005_02,2536542625105.6064,7.708853379048445
1,13,2005_02,71086418490.50713,8.748069421618174
1,21,2005_02,869351103364.2415,9.773039438706542
1,3,2005_03,2155969884781.3203,7.444784698322173
1,13,2005_03,74423557977.46535,9.5299309100893
1,21,2005_03,654097273448.7793,9.827821362986667
1,3,2005_04,1736142044918.4204,7.744655056451643
1,13,2005_04,91531278614.20482,10.220027418496548
1,21,2005_04,526216928959.8396,8.374085701356874
1,3,2005_05,1372609116141.2231,6.374578265610354
1,13,2005_05,112228494774.3641,10.912473695259585
1,21,2005_05,412474618213.2575,7.224416813890532
1,3,2005_06,1152538686387.8694,7.197744027687854
1,13,2005_06,121931019645.76888,10.133572299733919
1,21,2005_06,311781297482.86584,6.823637885257732
1,3,2005_07,968591075956.2305,7.586631346495743
1,13,2005_07,125437330261.37808,9.940072577345939
1,21,2005_07,221184141931.33066,5.68668693691606
1,3,2005_08,821725392576.4332,6.343359288422189
1,13,2005_08,131558805988.48982,9.678785664043977
1,21,2005_08,183336313216.8228,5.94929714361128
1,3,2005_09,719231606625.4735,7.549929346396342
1,13,2005_09,131824212179.40834,8.758284352329358
1,21,2005_09,176742317940.31293,7.557122148606165
1,3,2005_10,684568017206.0486,7.609979044265578
1,13,2005_10,130533424587.97096,7.872737102470056
1,21,2005_10,196366434231.25195,8.914864106196028
1,3,2005_11,710321858641.1819,7.018853839133362
1,13,2005_11,118222048375.58783,7.459267945228335
1,21,2005_11,228096788849.57254,8.87863608757631
1,3,2005_12,778140695893.073,6.670301338448947
1,13,2005_12,84115773114.34491,5.149068551695063
1,21,2005_12,242618113890.5275,8.9939989158941
1,3,2006_01,862815845038.85,8.558418042610509
1,13,2006_01,55957640324.80389,6.703614792231619
1,21,2006_01,257956204392.8171,10.560897037603482
1,3,2006_02,870679582858.7201,7.745854551896952
1,13,2006_02,44277897460.505905,7.353192586918584
1,21,2006_02,271233627402.17157,10.26476113102737
1,3,2006_03,779452117629.3451,7.131208451510778
1,13,2006_03,43862710157.6163,9.711195165414727
1,21,2006_03,279340329989.77405,9.737914251309885
1,3,2006_04,662795008279.3182,7.929456232164656
1,13,2006_04,49457836927.06289,10.546756828237124
1,21,2006_04,259613777586.9757,7.659833669469563
1,3,2006_05,556118197476.8398,6.964021134679909
1,13,2006_05,64219355309.03998,10.423329721652017
1,21,2006_05,211725136091.29706,7.765214363394046
1,3,2006_06,445816402399.5842,7.036709281551012
1,13,2006_06,77955667827.40756,9.137353537590002
1,21,2006_06,164708429846.784,6.769954220590591
1,3,2006_07,380109430085.5427,7.330071323134982
1,13,2006_07,86108952165.45506,7.865021491471161
1,21,2006_07,122127843478.85944,6.678909254592428
1,3,2006_08,324940011795.6127,6.6758892884071015
1,13,2006_08,90506462808.75427,9.260328449133144
1,21,2006_08,100693911290.92914,6.53665100845561
1,3,2006_09,294771887341.8702,6.038105582210047
1,13,2006_09,90482237337.59206,8.046204337755258
1,21,2006_09,111645317013.78989,7.963442778342982
1,3,2006_10,296880245439.41846,6.725720537064043
1,13,2006_10,87999474477.71039,7.591226480086753
1,21,2006_10,138528351523.7657,8.446327432446397
1,3,2006_11,310787763300.053,6.7090088935697025
1,13,2006_11,82190978632.76935,7.299617255975793
1,21,2006_11,167735300965.66327,10.040097321087638
1,3,2006_12,356105674104.43665,7.943929078795868
1,13,2006_12,59273218170.97963,6.702230841599887
1,21,2006_12,195488262637.44995,11.14192656008792
1,3,2007_01,388051472552.2455,8.334458609871769
1,13,2007_01,37270663396.359726,6.375291153386371
1,21,2007_01,214147470754.76224,11.307345730255587
1,3,2007_02,409867112580.0593,7.237360409588498
1,13,2007_02,27847965102.560215,7.630459419991653
1,21,2007_02,223799095708.04422,11.660809259393258
1,3,2007_03,380377874055.99976,6.910393579308769
1,13,2007_03,28277242527.879513,8.45778106056186
1,21,2007_03,215984052704.6573,10.30855435794987
1,3,2007_04,348259162390.14844,6.921868286640951
1,13,2007_04,35597234540.87656,8.732996882095426
1,21,2007_04,193615308074.55118,8.881605972952515
1,3,2007_05,305541248641.8921,5.710991015476358
1,13,2007_05,43733795568.828865,8.861477900986994
1,21,2007_05,162404397400.6904,8.025808415548278
1,3,2007_06,272475043577.56116,6.094620041420759
1,13,2007_06,54846924677.00296,9.35161537112736
1,21,2007_06,124105982499.11116,6.662523368293694
1,3,2007_07,271548596131.84082,6.197718711152964
1,13,2007_07,61150304263.17153,10.228420066485864
1,21,2007_07,92030916358.45374,6.4056110184882975
1,3,2007_08,280780366000.50836,6.099824393175005
1,13,2007_08,65026310162.50224,8.126950327240259
1,21,2007_08,76464494195.01973,6.7051499378238475
1,3,2007_09,293477368221.3623,6.118255657711186
1,13,2007_09,66780849877.67297,6.24108440770341
1,21,2007_09,73454454733.19064,7.770425874335557
1,3,2007_10,320501502945.8014,6.342872747761637
1,13,2007_10,66581090742.52501,8.629858185727645
1,21,2007_10,87004896431.86937,8.937894866653572
1,3,2007_11,339408184228.40564,6.912957894001725
1,13,2007_11,61169808790.15795,6.348575786340195
1,21,2007_11,103592723490.32706,9.251340852680878
1,3,2007_12,352184365370.815,7.409120275880129
1,13,2007_12,44124109981.24442,7.007511102289985
1,21,2007_12,123581136479.35988,10.783169632828482
